c_eps,regime,method,Gamma,X,pi_treat_avg
1.0,cap,DoublyRobust-O-W,2.5,-0.6667,0.0
1.0,cap,DoublyRobust-O-W,2.5,-0.3333,0.0637
1.0,cap,DoublyRobust-O-W,2.5,0.0,0.961
1.0,cap,DoublyRobust-O-W,2.5,0.3333,0.8865
1.0,cap,DoublyRobust-O-W,2.5,0.6667,1.0
1.0,cap,DoublyRobust-O-W,2.5,1.0,0.5374
1.0,cap,DoublyRobust-O-W,3,-1.0,0.0
1.0,cap,DoublyRobust-O-W,3,-0.6667,0.0
1.0,cap,DoublyRobust-O-W,3,-0.3333,0.0702
1.0,cap,DoublyRobust-O-W,3,0.0,0.944
1.0,cap,DoublyRobust-O-W,3,0.3333,0.8951
1.0,cap,DoublyRobust-O-W,3,0.6667,1.0
1.0,cap,DoublyRobust-O-W,3,1.0,0.5386
1.0,cap,DoublyRobust-O-W,4,-1.0,0.0
1.0,cap,DoublyRobust-O-W,4,-0.6667,0.0
1.0,cap,DoublyRobust-O-W,4,-0.3333,0.0729
1.0,cap,DoublyRobust-O-W,4,0.0,0.8306
1.0,cap,DoublyRobust-O-W,4,0.3333,0.9301
1.0,cap,DoublyRobust-O-W,4,0.6667,1.0
1.0,cap,DoublyRobust-O-W,4,1.0,0.6083
1.0,cap,DoublyRobust-O-W,5,-1.0,0.0
1.0,cap,DoublyRobust-O-W,5,-0.6667,0.0
1.0,cap,DoublyRobust-O-W,5,-0.3333,0.1192
1.0,cap,DoublyRobust-O-W,5,0.0,0.6476
1.0,cap,DoublyRobust-O-W,5,0.3333,0.9324
1.0,cap,DoublyRobust-O-W,5,0.6667,1.0
1.0,cap,DoublyRobust-O-W,5,1.0,0.7435
1.0,cap,DoublyRobust-O-W,6,-1.0,0.0
1.0,cap,DoublyRobust-O-W,6,-0.6667,0.0
1.0,cap,DoublyRobust-O-W,6,-0.3333,0.1168
1.0,cap,DoublyRobust-O-W,6,0.0,0.4937
1.0,cap,DoublyRobust-O-W,6,0.3333,1.0
1.0,cap,DoublyRobust-O-W,6,0.6667,1.0
1.0,cap,DoublyRobust-O-W,6,1.0,0.8402
1.0,cap,DoublyRobust-O-W,8,-1.0,0.0
1.0,cap,DoublyRobust-O-W,8,-0.6667,0.0
1.0,cap,DoublyRobust-O-W,8,-0.3333,0.1086
1.0,cap,DoublyRobust-O-W,8,0.0,0.4401
1.0,cap,DoublyRobust-O-W,8,0.3333,1.0
1.0,cap,DoublyRobust-O-W,8,0.6667,1.0
1.0,cap,DoublyRobust-O-W,8,1.0,0.9069
1.5,uncap,IPW-X-X,1,-1.0,0.0
1.5,uncap,IPW-X-X,1,-0.6667,0.0
1.5,uncap,IPW-X-X,1,-0.3333,1.0
1.5,uncap,IPW-X-X,1,0.0,1.0
1.5,uncap,IPW-X-X,1,0.3333,1.0
1.5,uncap,IPW-X-X,1,0.6667,1.0
1.5,uncap,IPW-X-X,1,1.0,0.5
1.5,uncap,IPW-X-X,1.5,-1.0,0.0
1.5,uncap,IPW-X-X,1.5,-0.6667,0.0
1.5,uncap,IPW-X-X,1.5,-0.3333,1.0
1.5,uncap,IPW-X-X,1.5,0.0,1.0
1.5,uncap,IPW-X-X,1.5,0.3333,1.0
1.5,uncap,IPW-X-X,1.5,0.6667,1.0
1.5,uncap,IPW-X-X,1.5,1.0,0.5
1.5,uncap,IPW-X-X,2,-1.0,0.0
1.5,uncap,IPW-X-X,2,-0.6667,0.0
1.5,uncap,IPW-X-X,2,-0.3333,1.0
1.5,uncap,IPW-X-X,2,0.0,1.0
1.5,uncap,IPW-X-X,2,0.3333,1.0
1.5,uncap,IPW-X-X,2,0.6667,1.0
1.5,uncap,IPW-X-X,2,1.0,0.5
1.5,uncap,IPW-X-X,2.5,-1.0,0.0
1.5,uncap,IPW-X-X,2.5,-0.6667,0.0
1.5,uncap,IPW-X-X,2.5,-0.3333,1.0
1.5,uncap,IPW-X-X,2.5,0.0,1.0
1.5,uncap,IPW-X-X,2.5,0.3333,1.0
1.5,uncap,IPW-X-X,2.5,0.6667,1.0
1.5,uncap,IPW-X-X,2.5,1.0,0.5
1.5,uncap,IPW-X-X,3,-1.0,0.0
1.5,uncap,IPW-X-X,3,-0.6667,0.0
1.5,uncap,IPW-X-X,3,-0.3333,1.0
1.5,uncap,IPW-X-X,3,0.0,1.0
1.5,uncap,IPW-X-X,3,0.3333,1.0
1.5,uncap,IPW-X-X,3,0.6667,1.0
1.5,uncap,IPW-X-X,3,1.0,0.5
1.5,uncap,IPW-X-X,4,-1.0,0.0
1.5,uncap,IPW-X-X,4,-0.6667,0.0
1.5,uncap,IPW-X-X,4,-0.3333,1.0
1.5,uncap,IPW-X-X,4,0.0,1.0
1.5,uncap,IPW-X-X,4,0.3333,1.0
1.5,uncap,IPW-X-X,4,0.6667,1.0
1.5,uncap,IPW-X-X,4,1.0,0.5
1.5,uncap,IPW-X-X,5,-1.0,0.0
1.5,uncap,IPW-X-X,5,-0.6667,0.0
1.5,uncap,IPW-X-X,5,-0.3333,1.0
1.5,uncap,IPW-X-X,5,0.0,1.0
1.5,uncap,IPW-X-X,5,0.3333,1.0
1.5,uncap,IPW-X-X,5,0.6667,1.0
1.5,uncap,IPW-X-X,5,1.0,0.5
1.5,uncap,IPW-X-X,6,-1.0,0.0
1.5,uncap,IPW-X-X,6,-0.6667,0.0
1.5,uncap,IPW-X-X,6,-0.3333,1.0
1.5,uncap,IPW-X-X,6,0.0,1.0
1.5,uncap,IPW-X-X,6,0.3333,1.0
1.5,uncap,IPW-X-X,6,0.6667,1.0
1.5,uncap,IPW-X-X,6,1.0,0.5
1.5,uncap,IPW-X-X,8,-1.0,0.0
1.5,uncap,IPW-X-X,8,-0.6667,0.0
1.5,uncap,IPW-X-X,8,-0.3333,1.0
1.5,uncap,IPW-X-X,8,0.0,1.0
1.5,uncap,IPW-X-X,8,0.3333,1.0
1.5,uncap,IPW-X-X,8,0.6667,1.0
1.5,uncap,IPW-X-X,8,1.0,0.5
1.5,uncap,DoublyRobust-X-X,1,-1.0,0.0
1.5,uncap,DoublyRobust-X-X,1,-0.6667,0.0
1.5,uncap,DoublyRobust-X-X,1,-0.3333,0.75
1.5,uncap,DoublyRobust-X-X,1,0.0,1.0
1.5,uncap,DoublyRobust-X-X,1,0.3333,1.0
1.5,uncap,DoublyRobust-X-X,1,0.6667,1.0
1.5,uncap,DoublyRobust-X-X,1,1.0,1.0
1.5,uncap,DoublyRobust-X-X,1.5,-1.0,0.0
1.5,uncap,DoublyRobust-X-X,1.5,-0.6667,0.0
1.5,uncap,DoublyRobust-X-X,1.5,-0.3333,0.75
1.5,uncap,DoublyRobust-X-X,1.5,0.0,1.0
1.5,uncap,DoublyRobust-X-X,1.5,0.3333,1.0
1.5,uncap,DoublyRobust-X-X,1.5,0.6667,1.0
1.5,uncap,DoublyRobust-X-X,1.5,1.0,1.0
1.5,uncap,DoublyRobust-X-X,2,-1.0,0.0
1.5,uncap,DoublyRobust-X-X,2,-0.6667,0.0
1.5,uncap,DoublyRobust-X-X,2,-0.3333,0.75
1.5,uncap,DoublyRobust-X-X,2,0.0,1.0
1.5,uncap,DoublyRobust-X-X,2,0.3333,1.0
1.5,uncap,DoublyRobust-X-X,2,0.6667,1.0
1.5,uncap,DoublyRobust-X-X,2,1.0,1.0
1.5,uncap,DoublyRobust-X-X,2.5,-1.0,0.0
1.5,uncap,DoublyRobust-X-X,2.5,-0.6667,0.0
1.5,uncap,DoublyRobust-X-X,2.5,-0.3333,0.75
1.5,uncap,DoublyRobust-X-X,2.5,0.0,1.0
1.5,uncap,DoublyRobust-X-X,2.5,0.3333,1.0
1.5,uncap,DoublyRobust-X-X,2.5,0.6667,1.0
1.5,uncap,DoublyRobust-X-X,2.5,1.0,1.0
1.5,uncap,DoublyRobust-X-X,3,-1.0,0.0
1.5,uncap,DoublyRobust-X-X,3,-0.6667,0.0
1.5,uncap,DoublyRobust-X-X,3,-0.3333,0.75
1.5,uncap,DoublyRobust-X-X,3,0.0,1.0
1.5,uncap,DoublyRobust-X-X,3,0.3333,1.0
1.5,uncap,DoublyRobust-X-X,3,0.6667,1.0
1.5,uncap,DoublyRobust-X-X,3,1.0,1.0
1.5,uncap,DoublyRobust-X-X,4,-1.0,0.0
1.5,uncap,DoublyRobust-X-X,4,-0.6667,0.0
1.5,uncap,DoublyRobust-X-X,4,-0.3333,0.75
1.5,uncap,DoublyRobust-X-X,4,0.0,1.0
1.5,uncap,DoublyRobust-X-X,4,0.3333,1.0
1.5,uncap,DoublyRobust-X-X,4,0.6667,1.0
1.5,uncap,DoublyRobust-X-X,4,1.0,1.0
1.5,uncap,DoublyRobust-X-X,5,-1.0,0.0
1.5,uncap,DoublyRobust-X-X,5,-0.6667,0.0
1.5,uncap,DoublyRobust-X-X,5,-0.3333,0.75
1.5,uncap,DoublyRobust-X-X,5,0.0,1.0
1.5,uncap,DoublyRobust-X-X,5,0.3333,1.0
1.5,uncap,DoublyRobust-X-X,5,0.6667,1.0
1.5,uncap,DoublyRobust-X-X,5,1.0,1.0
1.5,uncap,DoublyRobust-X-X,6,-1.0,0.0
1.5,uncap,DoublyRobust-X-X,6,-0.6667,0.0
1.5,uncap,DoublyRobust-X-X,6,-0.3333,0.75
1.5,uncap,DoublyRobust-X-X,6,0.0,1.0
1.5,uncap,DoublyRobust-X-X,6,0.3333,1.0
1.5,uncap,DoublyRobust-X-X,6,0.6667,1.0
1.5,uncap,DoublyRobust-X-X,6,1.0,1.0
1.5,uncap,DoublyRobust-X-X,8,-1.0,0.0
1.5,uncap,DoublyRobust-X-X,8,-0.6667,0.0
1.5,uncap,DoublyRobust-X-X,8,-0.3333,0.75
1.5,uncap,DoublyRobust-X-X,8,0.0,1.0
1.5,uncap,DoublyRobust-X-X,8,0.3333,1.0
1.5,uncap,DoublyRobust-X-X,8,0.6667,1.0
1.5,uncap,DoublyRobust-X-X,8,1.0,1.0
1.5,uncap,Direct-X-X,1,-1.0,0.0
1.5,uncap,Direct-X-X,1,-0.6667,0.0
1.5,uncap,Direct-X-X,1,-0.3333,0.5
1.5,uncap,Direct-X-X,1,0.0,1.0
1.5,uncap,Direct-X-X,1,0.3333,1.0
1.5,uncap,Direct-X-X,1,0.6667,0.0
1.5,uncap,Direct-X-X,1,1.0,0.0
1.5,uncap,Direct-X-X,1.5,-1.0,0.0
1.5,uncap,Direct-X-X,1.5,-0.6667,0.0
1.5,uncap,Direct-X-X,1.5,-0.3333,0.5
1.5,uncap,Direct-X-X,1.5,0.0,1.0
1.5,uncap,Direct-X-X,1.5,0.3333,1.0
1.5,uncap,Direct-X-X,1.5,0.6667,0.0
1.5,uncap,Direct-X-X,1.5,1.0,0.0
1.5,uncap,Direct-X-X,2,-1.0,0.0
1.5,uncap,Direct-X-X,2,-0.6667,0.0
1.5,uncap,Direct-X-X,2,-0.3333,0.5
1.5,uncap,Direct-X-X,2,0.0,1.0
1.5,uncap,Direct-X-X,2,0.3333,1.0
1.5,uncap,Direct-X-X,2,0.6667,0.0
1.5,uncap,Direct-X-X,2,1.0,0.0
1.5,uncap,Direct-X-X,2.5,-1.0,0.0
1.5,uncap,Direct-X-X,2.5,-0.6667,0.0
1.5,uncap,Direct-X-X,2.5,-0.3333,0.5
1.5,uncap,Direct-X-X,2.5,0.0,1.0
1.5,uncap,Direct-X-X,2.5,0.3333,1.0
1.5,uncap,Direct-X-X,2.5,0.6667,0.0
1.5,uncap,Direct-X-X,2.5,1.0,0.0
1.5,uncap,Direct-X-X,3,-1.0,0.0
1.5,uncap,Direct-X-X,3,-0.6667,0.0
1.5,uncap,Direct-X-X,3,-0.3333,0.5
1.5,uncap,Direct-X-X,3,0.0,1.0
1.5,uncap,Direct-X-X,3,0.3333,1.0
1.5,uncap,Direct-X-X,3,0.6667,0.0
1.5,uncap,Direct-X-X,3,1.0,0.0
1.5,uncap,Direct-X-X,4,-1.0,0.0
1.5,uncap,Direct-X-X,4,-0.6667,0.0
1.5,uncap,Direct-X-X,4,-0.3333,0.5
1.5,uncap,Direct-X-X,4,0.0,1.0
1.5,uncap,Direct-X-X,4,0.3333,1.0
1.5,uncap,Direct-X-X,4,0.6667,0.0
1.5,uncap,Direct-X-X,4,1.0,0.0
1.5,uncap,Direct-X-X,5,-1.0,0.0
1.5,uncap,Direct-X-X,5,-0.6667,0.0
1.5,uncap,Direct-X-X,5,-0.3333,0.5
1.5,uncap,Direct-X-X,5,0.0,1.0
1.5,uncap,Direct-X-X,5,0.3333,1.0
1.5,uncap,Direct-X-X,5,0.6667,0.0
1.5,uncap,Direct-X-X,5,1.0,0.0
1.5,uncap,Direct-X-X,6,-1.0,0.0
1.5,uncap,Direct-X-X,6,-0.6667,0.0
1.5,uncap,Direct-X-X,6,-0.3333,0.5
1.5,uncap,Direct-X-X,6,0.0,1.0
1.5,uncap,Direct-X-X,6,0.3333,1.0
1.5,uncap,Direct-X-X,6,0.6667,0.0
1.5,uncap,Direct-X-X,6,1.0,0.0
1.5,uncap,Direct-X-X,8,-1.0,0.0
1.5,uncap,Direct-X-X,8,-0.6667,0.0
1.5,uncap,Direct-X-X,8,-0.3333,0.5
1.5,uncap,Direct-X-X,8,0.0,1.0
1.5,uncap,Direct-X-X,8,0.3333,1.0
1.5,uncap,Direct-X-X,8,0.6667,0.0
1.5,uncap,Direct-X-X,8,1.0,0.0
1.5,uncap,IPW-O-X,1,-1.0,0.0
1.5,uncap,IPW-O-X,1,-0.6667,0.0
1.5,uncap,IPW-O-X,1,-0.3333,1.0
1.5,uncap,IPW-O-X,1,0.0,1.0
1.5,uncap,IPW-O-X,1,0.3333,1.0
1.5,uncap,IPW-O-X,1,0.6667,1.0
1.5,uncap,IPW-O-X,1,1.0,0.5
1.5,uncap,IPW-O-X,1.5,-1.0,0.0
1.5,uncap,IPW-O-X,1.5,-0.6667,0.5
1.5,uncap,IPW-O-X,1.5,-0.3333,0.7504
1.5,uncap,IPW-O-X,1.5,0.0,1.0
1.5,uncap,IPW-O-X,1.5,0.3333,1.0
1.5,uncap,IPW-O-X,1.5,0.6667,1.0
1.5,uncap,IPW-O-X,1.5,1.0,0.8585
1.5,uncap,IPW-O-X,2,-1.0,0.0
1.5,uncap,IPW-O-X,2,-0.6667,0.0
1.5,uncap,IPW-O-X,2,-0.3333,0.103
1.5,uncap,IPW-O-X,2,0.0,1.0
1.5,uncap,IPW-O-X,2,0.3333,1.0
1.5,uncap,IPW-O-X,2,0.6667,0.5489
1.5,uncap,IPW-O-X,2,1.0,0.0487
1.5,uncap,IPW-O-X,2.5,-1.0,0.0
1.5,uncap,IPW-O-X,2.5,-0.6667,0.0
1.5,uncap,IPW-O-X,2.5,-0.3333,0.0447
1.5,uncap,IPW-O-X,2.5,0.0,0.7569
1.5,uncap,IPW-O-X,2.5,0.3333,1.0
1.5,uncap,IPW-O-X,2.5,0.6667,0.5
1.5,uncap,IPW-O-X,2.5,1.0,0.0
1.5,uncap,IPW-O-X,3,-1.0,0.0
1.5,uncap,IPW-O-X,3,-0.6667,0.0
1.5,uncap,IPW-O-X,3,-0.3333,0.0224
1.5,uncap,IPW-O-X,3,0.0,0.5167
1.5,uncap,IPW-O-X,3,0.3333,1.0
1.5,uncap,IPW-O-X,3,0.6667,0.5
1.5,uncap,IPW-O-X,3,1.0,0.0
1.5,uncap,IPW-O-X,4,-1.0,0.0
1.5,uncap,IPW-O-X,4,-0.6667,0.0
1.5,uncap,IPW-O-X,4,-0.3333,0.0039
1.5,uncap,IPW-O-X,4,0.0,0.2621
1.5,uncap,IPW-O-X,4,0.3333,1.0
1.5,uncap,IPW-O-X,4,0.6667,0.5
1.5,uncap,IPW-O-X,4,1.0,0.0
1.5,uncap,IPW-O-X,5,-1.0,0.0
1.5,uncap,IPW-O-X,5,-0.6667,0.0
1.5,uncap,IPW-O-X,5,-0.3333,0.0
1.5,uncap,IPW-O-X,5,0.0,0.0141
1.5,uncap,IPW-O-X,5,0.3333,1.0
1.5,uncap,IPW-O-X,5,0.6667,0.25
1.5,uncap,IPW-O-X,5,1.0,0.0
1.5,uncap,IPW-O-X,6,-1.0,0.0
1.5,uncap,IPW-O-X,6,-0.6667,0.0
1.5,uncap,IPW-O-X,6,-0.3333,0.0
1.5,uncap,IPW-O-X,6,0.0,0.0077
1.5,uncap,IPW-O-X,6,0.3333,1.0
1.5,uncap,IPW-O-X,6,0.6667,0.25
1.5,uncap,IPW-O-X,6,1.0,0.0
1.5,uncap,IPW-O-X,8,-1.0,0.0
1.5,uncap,IPW-O-X,8,-0.6667,0.0
1.5,uncap,IPW-O-X,8,-0.3333,0.0
1.5,uncap,IPW-O-X,8,0.0,0.0
1.5,uncap,IPW-O-X,8,0.3333,1.0
1.5,uncap,IPW-O-X,8,0.6667,0.25
1.5,uncap,IPW-O-X,8,1.0,0.0
1.5,uncap,DoublyRobust-O-X,1,-1.0,0.0
1.5,uncap,DoublyRobust-O-X,1,-0.6667,0.0
1.5,uncap,DoublyRobust-O-X,1,-0.3333,0.75
1.5,uncap,DoublyRobust-O-X,1,0.0,1.0
1.5,uncap,DoublyRobust-O-X,1,0.3333,1.0
1.5,uncap,DoublyRobust-O-X,1,0.6667,1.0
1.5,uncap,DoublyRobust-O-X,1,1.0,1.0
1.5,uncap,DoublyRobust-O-X,1.5,-1.0,0.0
1.5,uncap,DoublyRobust-O-X,1.5,-0.6667,0.0
1.5,uncap,DoublyRobust-O-X,1.5,-0.3333,0.7605
1.5,uncap,DoublyRobust-O-X,1.5,0.0,1.0
1.5,uncap,DoublyRobust-O-X,1.5,0.3333,1.0
1.5,uncap,DoublyRobust-O-X,1.5,0.6667,1.0
1.5,uncap,DoublyRobust-O-X,1.5,1.0,1.0
1.5,uncap,DoublyRobust-O-X,2,-1.0,0.0
1.5,uncap,DoublyRobust-O-X,2,-0.6667,0.0
1.5,uncap,DoublyRobust-O-X,2,-0.3333,0.7952
1.5,uncap,DoublyRobust-O-X,2,0.0,1.0
1.5,uncap,DoublyRobust-O-X,2,0.3333,1.0
1.5,uncap,DoublyRobust-O-X,2,0.6667,1.0
1.5,uncap,DoublyRobust-O-X,2,1.0,1.0
1.5,uncap,DoublyRobust-O-X,2.5,-1.0,0.0
1.5,uncap,DoublyRobust-O-X,2.5,-0.6667,0.0
1.5,uncap,DoublyRobust-O-X,2.5,-0.3333,0.8788
1.5,uncap,DoublyRobust-O-X,2.5,0.0,0.9956
1.5,uncap,DoublyRobust-O-X,2.5,0.3333,1.0
1.5,uncap,DoublyRobust-O-X,2.5,0.6667,1.0
1.5,uncap,DoublyRobust-O-X,2.5,1.0,0.9352
1.5,uncap,DoublyRobust-O-X,3,-1.0,0.0
1.5,uncap,DoublyRobust-O-X,3,-0.6667,0.0
1.5,uncap,DoublyRobust-O-X,3,-0.3333,0.8704
1.5,uncap,DoublyRobust-O-X,3,0.0,0.974
1.5,uncap,DoublyRobust-O-X,3,0.3333,1.0
1.5,uncap,DoublyRobust-O-X,3,0.6667,1.0
1.5,uncap,DoublyRobust-O-X,3,1.0,0.9317
1.5,uncap,DoublyRobust-O-X,4,-1.0,0.0
1.5,uncap,DoublyRobust-O-X,4,-0.6667,0.0
1.5,uncap,DoublyRobust-O-X,4,-0.3333,0.8473
1.5,uncap,DoublyRobust-O-X,4,0.0,0.9472
1.5,uncap,DoublyRobust-O-X,4,0.3333,1.0
1.5,uncap,DoublyRobust-O-X,4,0.6667,1.0
1.5,uncap,DoublyRobust-O-X,4,1.0,0.9816
1.5,uncap,DoublyRobust-O-X,5,-1.0,0.0
1.5,uncap,DoublyRobust-O-X,5,-0.6667,0.0
1.5,uncap,DoublyRobust-O-X,5,-0.3333,0.8249
1.5,uncap,DoublyRobust-O-X,5,0.0,0.9069
1.5,uncap,DoublyRobust-O-X,5,0.3333,1.0
1.5,uncap,DoublyRobust-O-X,5,0.6667,1.0
1.5,uncap,DoublyRobust-O-X,5,1.0,0.9948
1.5,uncap,DoublyRobust-O-X,6,-1.0,0.25
1.5,uncap,DoublyRobust-O-X,6,-0.6667,0.0
1.5,uncap,DoublyRobust-O-X,6,-0.3333,0.7881
1.5,uncap,DoublyRobust-O-X,6,0.0,0.8842
1.5,uncap,DoublyRobust-O-X,6,0.3333,1.0
1.5,uncap,DoublyRobust-O-X,6,0.6667,1.0
1.5,uncap,DoublyRobust-O-X,6,1.0,0.9913
1.5,uncap,DoublyRobust-O-X,8,-1.0,0.25
1.5,uncap,DoublyRobust-O-X,8,-0.6667,0.0
1.5,uncap,DoublyRobust-O-X,8,-0.3333,0.7636
1.5,uncap,DoublyRobust-O-X,8,0.0,0.8624
1.5,uncap,DoublyRobust-O-X,8,0.3333,1.0
1.5,uncap,DoublyRobust-O-X,8,0.6667,1.0
1.5,uncap,DoublyRobust-O-X,8,1.0,0.9961
1.5,uncap,Hajek-O-X,1,-1.0,0.0
1.5,uncap,Hajek-O-X,1,-0.6667,0.0
1.5,uncap,Hajek-O-X,1,-0.3333,1.0
1.5,uncap,Hajek-O-X,1,0.0,1.0
1.5,uncap,Hajek-O-X,1,0.3333,1.0
1.5,uncap,Hajek-O-X,1,0.6667,1.0
1.5,uncap,Hajek-O-X,1,1.0,0.5
1.5,uncap,Hajek-O-X,1.5,-1.0,0.0
1.5,uncap,Hajek-O-X,1.5,-0.6667,0.0
1.5,uncap,Hajek-O-X,1.5,-0.3333,0.4765
1.5,uncap,Hajek-O-X,1.5,0.0,1.0
1.5,uncap,Hajek-O-X,1.5,0.3333,1.0
1.5,uncap,Hajek-O-X,1.5,0.6667,0.169
1.5,uncap,Hajek-O-X,1.5,1.0,0.1391
1.5,uncap,Hajek-O-X,2,-1.0,0.0
1.5,uncap,Hajek-O-X,2,-0.6667,0.0
1.5,uncap,Hajek-O-X,2,-0.3333,0.2407
1.5,uncap,Hajek-O-X,2,0.0,0.5059
1.5,uncap,Hajek-O-X,2,0.3333,0.2597
1.5,uncap,Hajek-O-X,2,0.6667,0.0143
1.5,uncap,Hajek-O-X,2,1.0,0.0131
1.5,uncap,Hajek-O-X,2.5,-1.0,0.0
1.5,uncap,Hajek-O-X,2.5,-0.6667,0.0
1.5,uncap,Hajek-O-X,2.5,-0.3333,0.0
1.5,uncap,Hajek-O-X,2.5,0.0,0.0
1.5,uncap,Hajek-O-X,2.5,0.3333,0.0
1.5,uncap,Hajek-O-X,2.5,0.6667,0.0
1.5,uncap,Hajek-O-X,2.5,1.0,0.0
1.5,uncap,Hajek-O-X,3,-1.0,0.0
1.5,uncap,Hajek-O-X,3,-0.6667,0.0
1.5,uncap,Hajek-O-X,3,-0.3333,0.0
1.5,uncap,Hajek-O-X,3,0.0,0.0
1.5,uncap,Hajek-O-X,3,0.3333,0.0
1.5,uncap,Hajek-O-X,3,0.6667,0.0
1.5,uncap,Hajek-O-X,3,1.0,0.0
1.5,uncap,Hajek-O-X,4,-1.0,0.0
1.5,uncap,Hajek-O-X,4,-0.6667,0.0
1.5,uncap,Hajek-O-X,4,-0.3333,0.0
1.5,uncap,Hajek-O-X,4,0.0,0.0
1.5,uncap,Hajek-O-X,4,0.3333,0.0
1.5,uncap,Hajek-O-X,4,0.6667,0.0
1.5,uncap,Hajek-O-X,4,1.0,0.0
1.5,uncap,Hajek-O-X,5,-1.0,0.0
1.5,uncap,Hajek-O-X,5,-0.6667,0.0
1.5,uncap,Hajek-O-X,5,-0.3333,0.0
1.5,uncap,Hajek-O-X,5,0.0,0.0
1.5,uncap,Hajek-O-X,5,0.3333,0.0
1.5,uncap,Hajek-O-X,5,0.6667,0.0
1.5,uncap,Hajek-O-X,5,1.0,0.0
1.5,uncap,Hajek-O-X,6,-1.0,0.0
1.5,uncap,Hajek-O-X,6,-0.6667,0.0
1.5,uncap,Hajek-O-X,6,-0.3333,0.0
1.5,uncap,Hajek-O-X,6,0.0,0.0
1.5,uncap,Hajek-O-X,6,0.3333,0.0
1.5,uncap,Hajek-O-X,6,0.6667,0.0
1.5,uncap,Hajek-O-X,6,1.0,0.0
1.5,uncap,Hajek-O-X,8,-1.0,0.0
1.5,uncap,Hajek-O-X,8,-0.6667,0.0
1.5,uncap,Hajek-O-X,8,-0.3333,0.0
1.5,uncap,Hajek-O-X,8,0.0,0.0
1.5,uncap,Hajek-O-X,8,0.3333,0.0
1.5,uncap,Hajek-O-X,8,0.6667,0.0
1.5,uncap,Hajek-O-X,8,1.0,0.0
1.5,uncap,IPW-O-W,1,-1.0,0.0
1.5,uncap,IPW-O-W,1,-0.6667,0.0
1.5,uncap,IPW-O-W,1,-0.3333,1.0
1.5,uncap,IPW-O-W,1,0.0,1.0
1.5,uncap,IPW-O-W,1,0.3333,1.0
1.5,uncap,IPW-O-W,1,0.6667,1.0
1.5,uncap,IPW-O-W,1,1.0,0.5
1.5,uncap,IPW-O-W,1.5,-1.0,0.0
1.5,uncap,IPW-O-W,1.5,-0.6667,0.0774
1.5,uncap,IPW-O-W,1.5,-0.3333,0.6685
1.5,uncap,IPW-O-W,1.5,0.0,1.0
1.5,uncap,IPW-O-W,1.5,0.3333,1.0
1.5,uncap,IPW-O-W,1.5,0.6667,0.9929
1.5,uncap,IPW-O-W,1.5,1.0,1.0
1.5,uncap,IPW-O-W,2,-1.0,0.0
1.5,uncap,IPW-O-W,2,-0.6667,0.0
1.5,uncap,IPW-O-W,2,-0.3333,0.3179
1.5,uncap,IPW-O-W,2,0.0,1.0
1.5,uncap,IPW-O-W,2,0.3333,1.0
1.5,uncap,IPW-O-W,2,0.6667,0.9671
1.5,uncap,IPW-O-W,2,1.0,1.0
1.5,uncap,IPW-O-W,2.5,-1.0,0.0
1.5,uncap,IPW-O-W,2.5,-0.6667,0.0
1.5,uncap,IPW-O-W,2.5,-0.3333,0.2674
1.5,uncap,IPW-O-W,2.5,0.0,0.9155
1.5,uncap,IPW-O-W,2.5,0.3333,1.0
1.5,uncap,IPW-O-W,2.5,0.6667,0.9178
1.5,uncap,IPW-O-W,2.5,1.0,1.0
1.5,uncap,IPW-O-W,3,-1.0,0.0
1.5,uncap,IPW-O-W,3,-0.6667,0.0
1.5,uncap,IPW-O-W,3,-0.3333,0.2529
1.5,uncap,IPW-O-W,3,0.0,0.8321
1.5,uncap,IPW-O-W,3,0.3333,1.0
1.5,uncap,IPW-O-W,3,0.6667,0.8656
1.5,uncap,IPW-O-W,3,1.0,1.0
1.5,uncap,IPW-O-W,4,-1.0,0.0
1.5,uncap,IPW-O-W,4,-0.6667,0.0
1.5,uncap,IPW-O-W,4,-0.3333,0.3181
1.5,uncap,IPW-O-W,4,0.0,0.7282
1.5,uncap,IPW-O-W,4,0.3333,1.0
1.5,uncap,IPW-O-W,4,0.6667,0.7945
1.5,uncap,IPW-O-W,4,1.0,1.0
1.5,uncap,IPW-O-W,5,-1.0,0.0
1.5,uncap,IPW-O-W,5,-0.6667,0.0
1.5,uncap,IPW-O-W,5,-0.3333,0.3161
1.5,uncap,IPW-O-W,5,0.0,0.6199
1.5,uncap,IPW-O-W,5,0.3333,1.0
1.5,uncap,IPW-O-W,5,0.6667,0.7954
1.5,uncap,IPW-O-W,5,1.0,1.0
1.5,uncap,IPW-O-W,6,-1.0,0.0
1.5,uncap,IPW-O-W,6,-0.6667,0.0
1.5,uncap,IPW-O-W,6,-0.3333,0.328
1.5,uncap,IPW-O-W,6,0.0,0.6295
1.5,uncap,IPW-O-W,6,0.3333,1.0
1.5,uncap,IPW-O-W,6,0.6667,0.7574
1.5,uncap,IPW-O-W,6,1.0,1.0
1.5,uncap,IPW-O-W,8,-1.0,0.0
1.5,uncap,IPW-O-W,8,-0.6667,0.0
1.5,uncap,IPW-O-W,8,-0.3333,0.3216
1.5,uncap,IPW-O-W,8,0.0,0.6026
1.5,uncap,IPW-O-W,8,0.3333,1.0
1.5,uncap,IPW-O-W,8,0.6667,0.7816
