c_eps,regime,method,Gamma,X,pi_treat_avg
2.0,uncap,IPW-O-W,2.5,-0.6667,0.0
2.0,uncap,IPW-O-W,2.5,-0.3333,0.2551
2.0,uncap,IPW-O-W,2.5,0.0,0.9162
2.0,uncap,IPW-O-W,2.5,0.3333,1.0
2.0,uncap,IPW-O-W,2.5,0.6667,0.904
2.0,uncap,IPW-O-W,2.5,1.0,1.0
2.0,uncap,IPW-O-W,3,-1.0,0.0
2.0,uncap,IPW-O-W,3,-0.6667,0.0608
2.0,uncap,IPW-O-W,3,-0.3333,0.2749
2.0,uncap,IPW-O-W,3,0.0,0.8227
2.0,uncap,IPW-O-W,3,0.3333,1.0
2.0,uncap,IPW-O-W,3,0.6667,0.8626
2.0,uncap,IPW-O-W,3,1.0,1.0
2.0,uncap,IPW-O-W,4,-1.0,0.0
2.0,uncap,IPW-O-W,4,-0.6667,0.0
2.0,uncap,IPW-O-W,4,-0.3333,0.2999
2.0,uncap,IPW-O-W,4,0.0,0.7003
2.0,uncap,IPW-O-W,4,0.3333,1.0
2.0,uncap,IPW-O-W,4,0.6667,0.8104
2.0,uncap,IPW-O-W,4,1.0,1.0
2.0,uncap,IPW-O-W,5,-1.0,0.0
2.0,uncap,IPW-O-W,5,-0.6667,0.0
2.0,uncap,IPW-O-W,5,-0.3333,0.3041
2.0,uncap,IPW-O-W,5,0.0,0.6081
2.0,uncap,IPW-O-W,5,0.3333,1.0
2.0,uncap,IPW-O-W,5,0.6667,0.8108
2.0,uncap,IPW-O-W,5,1.0,1.0
2.0,uncap,IPW-O-W,6,-1.0,0.0
2.0,uncap,IPW-O-W,6,-0.6667,0.0
2.0,uncap,IPW-O-W,6,-0.3333,0.2858
2.0,uncap,IPW-O-W,6,0.0,0.5504
2.0,uncap,IPW-O-W,6,0.3333,1.0
2.0,uncap,IPW-O-W,6,0.6667,0.813
2.0,uncap,IPW-O-W,6,1.0,1.0
2.0,uncap,IPW-O-W,8,-1.0,0.0
2.0,uncap,IPW-O-W,8,-0.6667,0.0
2.0,uncap,IPW-O-W,8,-0.3333,0.2752
2.0,uncap,IPW-O-W,8,0.0,0.5002
2.0,uncap,IPW-O-W,8,0.3333,1.0
2.0,uncap,IPW-O-W,8,0.6667,0.763
2.0,uncap,IPW-O-W,8,1.0,1.0
2.0,uncap,DoublyRobust-O-W,1,-1.0,0.0
2.0,uncap,DoublyRobust-O-W,1,-0.6667,0.0
2.0,uncap,DoublyRobust-O-W,1,-0.3333,0.75
2.0,uncap,DoublyRobust-O-W,1,0.0,1.0
2.0,uncap,DoublyRobust-O-W,1,0.3333,1.0
2.0,uncap,DoublyRobust-O-W,1,0.6667,1.0
2.0,uncap,DoublyRobust-O-W,1,1.0,1.0
2.0,uncap,DoublyRobust-O-W,1.5,-1.0,0.0
2.0,uncap,DoublyRobust-O-W,1.5,-0.6667,0.0
2.0,uncap,DoublyRobust-O-W,1.5,-0.3333,0.7552
2.0,uncap,DoublyRobust-O-W,1.5,0.0,1.0
2.0,uncap,DoublyRobust-O-W,1.5,0.3333,1.0
2.0,uncap,DoublyRobust-O-W,1.5,0.6667,1.0
2.0,uncap,DoublyRobust-O-W,1.5,1.0,1.0
2.0,uncap,DoublyRobust-O-W,2,-1.0,0.0
2.0,uncap,DoublyRobust-O-W,2,-0.6667,0.0
2.0,uncap,DoublyRobust-O-W,2,-0.3333,0.7241
2.0,uncap,DoublyRobust-O-W,2,0.0,1.0
2.0,uncap,DoublyRobust-O-W,2,0.3333,1.0
2.0,uncap,DoublyRobust-O-W,2,0.6667,1.0
2.0,uncap,DoublyRobust-O-W,2,1.0,1.0
2.0,uncap,DoublyRobust-O-W,2.5,-1.0,0.0
2.0,uncap,DoublyRobust-O-W,2.5,-0.6667,0.0
2.0,uncap,DoublyRobust-O-W,2.5,-0.3333,0.6658
2.0,uncap,DoublyRobust-O-W,2.5,0.0,0.9735
2.0,uncap,DoublyRobust-O-W,2.5,0.3333,1.0
2.0,uncap,DoublyRobust-O-W,2.5,0.6667,1.0
2.0,uncap,DoublyRobust-O-W,2.5,1.0,1.0
2.0,uncap,DoublyRobust-O-W,3,-1.0,0.0
2.0,uncap,DoublyRobust-O-W,3,-0.6667,0.0
2.0,uncap,DoublyRobust-O-W,3,-0.3333,0.6787
2.0,uncap,DoublyRobust-O-W,3,0.0,0.9712
2.0,uncap,DoublyRobust-O-W,3,0.3333,1.0
2.0,uncap,DoublyRobust-O-W,3,0.6667,1.0
2.0,uncap,DoublyRobust-O-W,3,1.0,0.9944
2.0,uncap,DoublyRobust-O-W,4,-1.0,0.0
2.0,uncap,DoublyRobust-O-W,4,-0.6667,0.0
2.0,uncap,DoublyRobust-O-W,4,-0.3333,0.6028
2.0,uncap,DoublyRobust-O-W,4,0.0,0.9287
2.0,uncap,DoublyRobust-O-W,4,0.3333,1.0
2.0,uncap,DoublyRobust-O-W,4,0.6667,1.0
2.0,uncap,DoublyRobust-O-W,4,1.0,0.9504
2.0,uncap,DoublyRobust-O-W,5,-1.0,0.0
2.0,uncap,DoublyRobust-O-W,5,-0.6667,0.0
2.0,uncap,DoublyRobust-O-W,5,-0.3333,0.5977
2.0,uncap,DoublyRobust-O-W,5,0.0,0.9219
2.0,uncap,DoublyRobust-O-W,5,0.3333,1.0
2.0,uncap,DoublyRobust-O-W,5,0.6667,1.0
2.0,uncap,DoublyRobust-O-W,5,1.0,0.9221
2.0,uncap,DoublyRobust-O-W,6,-1.0,0.25
2.0,uncap,DoublyRobust-O-W,6,-0.6667,0.0
2.0,uncap,DoublyRobust-O-W,6,-0.3333,0.5838
2.0,uncap,DoublyRobust-O-W,6,0.0,0.8944
2.0,uncap,DoublyRobust-O-W,6,0.3333,1.0
2.0,uncap,DoublyRobust-O-W,6,0.6667,1.0
2.0,uncap,DoublyRobust-O-W,6,1.0,0.9401
2.0,uncap,DoublyRobust-O-W,8,-1.0,0.2362
2.0,uncap,DoublyRobust-O-W,8,-0.6667,0.0
2.0,uncap,DoublyRobust-O-W,8,-0.3333,0.4089
2.0,uncap,DoublyRobust-O-W,8,0.0,0.6141
2.0,uncap,DoublyRobust-O-W,8,0.3333,1.0
2.0,uncap,DoublyRobust-O-W,8,0.6667,1.0
2.0,uncap,DoublyRobust-O-W,8,1.0,0.8608
2.0,cap,IPW-X-X,1,-1.0,0.0
2.0,cap,IPW-X-X,1,-0.6667,0.0
2.0,cap,IPW-X-X,1,-0.3333,0.6047
2.0,cap,IPW-X-X,1,0.0,1.0
2.0,cap,IPW-X-X,1,0.3333,1.0
2.0,cap,IPW-X-X,1,0.6667,0.6128
2.0,cap,IPW-X-X,1,1.0,0.2216
2.0,cap,IPW-X-X,1.5,-1.0,0.0
2.0,cap,IPW-X-X,1.5,-0.6667,0.0
2.0,cap,IPW-X-X,1.5,-0.3333,0.6047
2.0,cap,IPW-X-X,1.5,0.0,1.0
2.0,cap,IPW-X-X,1.5,0.3333,1.0
2.0,cap,IPW-X-X,1.5,0.6667,0.6128
2.0,cap,IPW-X-X,1.5,1.0,0.2216
2.0,cap,IPW-X-X,2,-1.0,0.0
2.0,cap,IPW-X-X,2,-0.6667,0.0
2.0,cap,IPW-X-X,2,-0.3333,0.6047
2.0,cap,IPW-X-X,2,0.0,1.0
2.0,cap,IPW-X-X,2,0.3333,1.0
2.0,cap,IPW-X-X,2,0.6667,0.6128
2.0,cap,IPW-X-X,2,1.0,0.2216
2.0,cap,IPW-X-X,2.5,-1.0,0.0
2.0,cap,IPW-X-X,2.5,-0.6667,0.0
2.0,cap,IPW-X-X,2.5,-0.3333,0.6047
2.0,cap,IPW-X-X,2.5,0.0,1.0
2.0,cap,IPW-X-X,2.5,0.3333,1.0
2.0,cap,IPW-X-X,2.5,0.6667,0.6128
2.0,cap,IPW-X-X,2.5,1.0,0.2216
2.0,cap,IPW-X-X,3,-1.0,0.0
2.0,cap,IPW-X-X,3,-0.6667,0.0
2.0,cap,IPW-X-X,3,-0.3333,0.6047
2.0,cap,IPW-X-X,3,0.0,1.0
2.0,cap,IPW-X-X,3,0.3333,1.0
2.0,cap,IPW-X-X,3,0.6667,0.6128
2.0,cap,IPW-X-X,3,1.0,0.2216
2.0,cap,IPW-X-X,4,-1.0,0.0
2.0,cap,IPW-X-X,4,-0.6667,0.0
2.0,cap,IPW-X-X,4,-0.3333,0.6047
2.0,cap,IPW-X-X,4,0.0,1.0
2.0,cap,IPW-X-X,4,0.3333,1.0
2.0,cap,IPW-X-X,4,0.6667,0.6128
2.0,cap,IPW-X-X,4,1.0,0.2216
2.0,cap,IPW-X-X,5,-1.0,0.0
2.0,cap,IPW-X-X,5,-0.6667,0.0
2.0,cap,IPW-X-X,5,-0.3333,0.6047
2.0,cap,IPW-X-X,5,0.0,1.0
2.0,cap,IPW-X-X,5,0.3333,1.0
2.0,cap,IPW-X-X,5,0.6667,0.6128
2.0,cap,IPW-X-X,5,1.0,0.2216
2.0,cap,IPW-X-X,6,-1.0,0.0
2.0,cap,IPW-X-X,6,-0.6667,0.0
2.0,cap,IPW-X-X,6,-0.3333,0.6047
2.0,cap,IPW-X-X,6,0.0,1.0
2.0,cap,IPW-X-X,6,0.3333,1.0
2.0,cap,IPW-X-X,6,0.6667,0.6128
2.0,cap,IPW-X-X,6,1.0,0.2216
2.0,cap,IPW-X-X,8,-1.0,0.0
2.0,cap,IPW-X-X,8,-0.6667,0.0
2.0,cap,IPW-X-X,8,-0.3333,0.6047
2.0,cap,IPW-X-X,8,0.0,1.0
2.0,cap,IPW-X-X,8,0.3333,1.0
2.0,cap,IPW-X-X,8,0.6667,0.6128
2.0,cap,IPW-X-X,8,1.0,0.2216
2.0,cap,DoublyRobust-X-X,1,-1.0,0.0
2.0,cap,DoublyRobust-X-X,1,-0.6667,0.0
2.0,cap,DoublyRobust-X-X,1,-0.3333,0.0
2.0,cap,DoublyRobust-X-X,1,0.0,1.0
2.0,cap,DoublyRobust-X-X,1,0.3333,1.0
2.0,cap,DoublyRobust-X-X,1,0.6667,0.4671
2.0,cap,DoublyRobust-X-X,1,1.0,1.0
2.0,cap,DoublyRobust-X-X,1.5,-1.0,0.0
2.0,cap,DoublyRobust-X-X,1.5,-0.6667,0.0
2.0,cap,DoublyRobust-X-X,1.5,-0.3333,0.0
2.0,cap,DoublyRobust-X-X,1.5,0.0,1.0
2.0,cap,DoublyRobust-X-X,1.5,0.3333,1.0
2.0,cap,DoublyRobust-X-X,1.5,0.6667,0.4671
2.0,cap,DoublyRobust-X-X,1.5,1.0,1.0
2.0,cap,DoublyRobust-X-X,2,-1.0,0.0
2.0,cap,DoublyRobust-X-X,2,-0.6667,0.0
2.0,cap,DoublyRobust-X-X,2,-0.3333,0.0
2.0,cap,DoublyRobust-X-X,2,0.0,1.0
2.0,cap,DoublyRobust-X-X,2,0.3333,1.0
2.0,cap,DoublyRobust-X-X,2,0.6667,0.4671
2.0,cap,DoublyRobust-X-X,2,1.0,1.0
2.0,cap,DoublyRobust-X-X,2.5,-1.0,0.0
2.0,cap,DoublyRobust-X-X,2.5,-0.6667,0.0
2.0,cap,DoublyRobust-X-X,2.5,-0.3333,0.0
2.0,cap,DoublyRobust-X-X,2.5,0.0,1.0
2.0,cap,DoublyRobust-X-X,2.5,0.3333,1.0
2.0,cap,DoublyRobust-X-X,2.5,0.6667,0.4671
2.0,cap,DoublyRobust-X-X,2.5,1.0,1.0
2.0,cap,DoublyRobust-X-X,3,-1.0,0.0
2.0,cap,DoublyRobust-X-X,3,-0.6667,0.0
2.0,cap,DoublyRobust-X-X,3,-0.3333,0.0
2.0,cap,DoublyRobust-X-X,3,0.0,1.0
2.0,cap,DoublyRobust-X-X,3,0.3333,1.0
2.0,cap,DoublyRobust-X-X,3,0.6667,0.4671
2.0,cap,DoublyRobust-X-X,3,1.0,1.0
2.0,cap,DoublyRobust-X-X,4,-1.0,0.0
2.0,cap,DoublyRobust-X-X,4,-0.6667,0.0
2.0,cap,DoublyRobust-X-X,4,-0.3333,0.0
2.0,cap,DoublyRobust-X-X,4,0.0,1.0
2.0,cap,DoublyRobust-X-X,4,0.3333,1.0
2.0,cap,DoublyRobust-X-X,4,0.6667,0.4671
2.0,cap,DoublyRobust-X-X,4,1.0,1.0
2.0,cap,DoublyRobust-X-X,5,-1.0,0.0
2.0,cap,DoublyRobust-X-X,5,-0.6667,0.0
2.0,cap,DoublyRobust-X-X,5,-0.3333,0.0
2.0,cap,DoublyRobust-X-X,5,0.0,1.0
2.0,cap,DoublyRobust-X-X,5,0.3333,1.0
2.0,cap,DoublyRobust-X-X,5,0.6667,0.4671
2.0,cap,DoublyRobust-X-X,5,1.0,1.0
2.0,cap,DoublyRobust-X-X,6,-1.0,0.0
2.0,cap,DoublyRobust-X-X,6,-0.6667,0.0
2.0,cap,DoublyRobust-X-X,6,-0.3333,0.0
2.0,cap,DoublyRobust-X-X,6,0.0,1.0
2.0,cap,DoublyRobust-X-X,6,0.3333,1.0
2.0,cap,DoublyRobust-X-X,6,0.6667,0.4671
2.0,cap,DoublyRobust-X-X,6,1.0,1.0
2.0,cap,DoublyRobust-X-X,8,-1.0,0.0
2.0,cap,DoublyRobust-X-X,8,-0.6667,0.0
2.0,cap,DoublyRobust-X-X,8,-0.3333,0.0
2.0,cap,DoublyRobust-X-X,8,0.0,1.0
2.0,cap,DoublyRobust-X-X,8,0.3333,1.0
2.0,cap,DoublyRobust-X-X,8,0.6667,0.4671
2.0,cap,DoublyRobust-X-X,8,1.0,1.0
2.0,cap,Direct-X-X,1,-1.0,0.0
2.0,cap,Direct-X-X,1,-0.6667,0.0
2.0,cap,Direct-X-X,1,-0.3333,0.5
2.0,cap,Direct-X-X,1,0.0,1.0
2.0,cap,Direct-X-X,1,0.3333,1.0
2.0,cap,Direct-X-X,1,0.6667,0.0
2.0,cap,Direct-X-X,1,1.0,0.0
2.0,cap,Direct-X-X,1.5,-1.0,0.0
2.0,cap,Direct-X-X,1.5,-0.6667,0.0
2.0,cap,Direct-X-X,1.5,-0.3333,0.5
2.0,cap,Direct-X-X,1.5,0.0,1.0
2.0,cap,Direct-X-X,1.5,0.3333,1.0
2.0,cap,Direct-X-X,1.5,0.6667,0.0
2.0,cap,Direct-X-X,1.5,1.0,0.0
2.0,cap,Direct-X-X,2,-1.0,0.0
2.0,cap,Direct-X-X,2,-0.6667,0.0
2.0,cap,Direct-X-X,2,-0.3333,0.5
2.0,cap,Direct-X-X,2,0.0,1.0
2.0,cap,Direct-X-X,2,0.3333,1.0
2.0,cap,Direct-X-X,2,0.6667,0.0
2.0,cap,Direct-X-X,2,1.0,0.0
2.0,cap,Direct-X-X,2.5,-1.0,0.0
2.0,cap,Direct-X-X,2.5,-0.6667,0.0
2.0,cap,Direct-X-X,2.5,-0.3333,0.5
2.0,cap,Direct-X-X,2.5,0.0,1.0
2.0,cap,Direct-X-X,2.5,0.3333,1.0
2.0,cap,Direct-X-X,2.5,0.6667,0.0
2.0,cap,Direct-X-X,2.5,1.0,0.0
2.0,cap,Direct-X-X,3,-1.0,0.0
2.0,cap,Direct-X-X,3,-0.6667,0.0
2.0,cap,Direct-X-X,3,-0.3333,0.5
2.0,cap,Direct-X-X,3,0.0,1.0
2.0,cap,Direct-X-X,3,0.3333,1.0
2.0,cap,Direct-X-X,3,0.6667,0.0
2.0,cap,Direct-X-X,3,1.0,0.0
2.0,cap,Direct-X-X,4,-1.0,0.0
2.0,cap,Direct-X-X,4,-0.6667,0.0
2.0,cap,Direct-X-X,4,-0.3333,0.5
2.0,cap,Direct-X-X,4,0.0,1.0
2.0,cap,Direct-X-X,4,0.3333,1.0
2.0,cap,Direct-X-X,4,0.6667,0.0
2.0,cap,Direct-X-X,4,1.0,0.0
2.0,cap,Direct-X-X,5,-1.0,0.0
2.0,cap,Direct-X-X,5,-0.6667,0.0
2.0,cap,Direct-X-X,5,-0.3333,0.5
2.0,cap,Direct-X-X,5,0.0,1.0
2.0,cap,Direct-X-X,5,0.3333,1.0
2.0,cap,Direct-X-X,5,0.6667,0.0
2.0,cap,Direct-X-X,5,1.0,0.0
2.0,cap,Direct-X-X,6,-1.0,0.0
2.0,cap,Direct-X-X,6,-0.6667,0.0
2.0,cap,Direct-X-X,6,-0.3333,0.5
2.0,cap,Direct-X-X,6,0.0,1.0
2.0,cap,Direct-X-X,6,0.3333,1.0
2.0,cap,Direct-X-X,6,0.6667,0.0
2.0,cap,Direct-X-X,6,1.0,0.0
2.0,cap,Direct-X-X,8,-1.0,0.0
2.0,cap,Direct-X-X,8,-0.6667,0.0
2.0,cap,Direct-X-X,8,-0.3333,0.5
2.0,cap,Direct-X-X,8,0.0,1.0
2.0,cap,Direct-X-X,8,0.3333,1.0
2.0,cap,Direct-X-X,8,0.6667,0.0
2.0,cap,Direct-X-X,8,1.0,0.0
2.0,cap,IPW-O-X,1,-1.0,0.0
2.0,cap,IPW-O-X,1,-0.6667,0.0
2.0,cap,IPW-O-X,1,-0.3333,0.6047
2.0,cap,IPW-O-X,1,0.0,1.0
2.0,cap,IPW-O-X,1,0.3333,1.0
2.0,cap,IPW-O-X,1,0.6667,0.6128
2.0,cap,IPW-O-X,1,1.0,0.2216
2.0,cap,IPW-O-X,1.5,-1.0,0.0
2.0,cap,IPW-O-X,1.5,-0.6667,0.0251
2.0,cap,IPW-O-X,1.5,-0.3333,0.5457
2.0,cap,IPW-O-X,1.5,0.0,1.0
2.0,cap,IPW-O-X,1.5,0.3333,1.0
2.0,cap,IPW-O-X,1.5,0.6667,0.6244
2.0,cap,IPW-O-X,1.5,1.0,0.2451
2.0,cap,IPW-O-X,2,-1.0,0.0
2.0,cap,IPW-O-X,2,-0.6667,0.0
2.0,cap,IPW-O-X,2,-0.3333,0.103
2.0,cap,IPW-O-X,2,0.0,1.0
2.0,cap,IPW-O-X,2,0.3333,1.0
2.0,cap,IPW-O-X,2,0.6667,0.5489
2.0,cap,IPW-O-X,2,1.0,0.0487
2.0,cap,IPW-O-X,2.5,-1.0,0.0
2.0,cap,IPW-O-X,2.5,-0.6667,0.0
2.0,cap,IPW-O-X,2.5,-0.3333,0.0447
2.0,cap,IPW-O-X,2.5,0.0,0.7569
2.0,cap,IPW-O-X,2.5,0.3333,1.0
2.0,cap,IPW-O-X,2.5,0.6667,0.5
2.0,cap,IPW-O-X,2.5,1.0,0.0
2.0,cap,IPW-O-X,3,-1.0,0.0
2.0,cap,IPW-O-X,3,-0.6667,0.0
2.0,cap,IPW-O-X,3,-0.3333,0.0224
2.0,cap,IPW-O-X,3,0.0,0.5167
2.0,cap,IPW-O-X,3,0.3333,1.0
2.0,cap,IPW-O-X,3,0.6667,0.5
2.0,cap,IPW-O-X,3,1.0,0.0
2.0,cap,IPW-O-X,4,-1.0,0.0
2.0,cap,IPW-O-X,4,-0.6667,0.0
2.0,cap,IPW-O-X,4,-0.3333,0.0039
2.0,cap,IPW-O-X,4,0.0,0.2621
2.0,cap,IPW-O-X,4,0.3333,1.0
2.0,cap,IPW-O-X,4,0.6667,0.5
2.0,cap,IPW-O-X,4,1.0,0.0
2.0,cap,IPW-O-X,5,-1.0,0.0
2.0,cap,IPW-O-X,5,-0.6667,0.0
2.0,cap,IPW-O-X,5,-0.3333,0.0
2.0,cap,IPW-O-X,5,0.0,0.0141
2.0,cap,IPW-O-X,5,0.3333,1.0
2.0,cap,IPW-O-X,5,0.6667,0.25
2.0,cap,IPW-O-X,5,1.0,0.0
2.0,cap,IPW-O-X,6,-1.0,0.0
2.0,cap,IPW-O-X,6,-0.6667,0.0
2.0,cap,IPW-O-X,6,-0.3333,0.0
2.0,cap,IPW-O-X,6,0.0,0.0077
2.0,cap,IPW-O-X,6,0.3333,1.0
2.0,cap,IPW-O-X,6,0.6667,0.25
2.0,cap,IPW-O-X,6,1.0,0.0
2.0,cap,IPW-O-X,8,-1.0,0.0
2.0,cap,IPW-O-X,8,-0.6667,0.0
2.0,cap,IPW-O-X,8,-0.3333,0.0
2.0,cap,IPW-O-X,8,0.0,0.0
2.0,cap,IPW-O-X,8,0.3333,1.0
2.0,cap,IPW-O-X,8,0.6667,0.25
2.0,cap,IPW-O-X,8,1.0,0.0
2.0,cap,DoublyRobust-O-X,1,-1.0,0.0
2.0,cap,DoublyRobust-O-X,1,-0.6667,0.0
2.0,cap,DoublyRobust-O-X,1,-0.3333,0.0
2.0,cap,DoublyRobust-O-X,1,0.0,1.0
2.0,cap,DoublyRobust-O-X,1,0.3333,1.0
2.0,cap,DoublyRobust-O-X,1,0.6667,0.4671
2.0,cap,DoublyRobust-O-X,1,1.0,1.0
2.0,cap,DoublyRobust-O-X,1.5,-1.0,0.0
2.0,cap,DoublyRobust-O-X,1.5,-0.6667,0.0
2.0,cap,DoublyRobust-O-X,1.5,-0.3333,0.2515
2.0,cap,DoublyRobust-O-X,1.5,0.0,1.0
2.0,cap,DoublyRobust-O-X,1.5,0.3333,1.0
2.0,cap,DoublyRobust-O-X,1.5,0.6667,0.4553
2.0,cap,DoublyRobust-O-X,1.5,1.0,0.75
2.0,cap,DoublyRobust-O-X,2,-1.0,0.0
2.0,cap,DoublyRobust-O-X,2,-0.6667,0.0
2.0,cap,DoublyRobust-O-X,2,-0.3333,0.4885
2.0,cap,DoublyRobust-O-X,2,0.0,0.9367
2.0,cap,DoublyRobust-O-X,2,0.3333,1.0
2.0,cap,DoublyRobust-O-X,2,0.6667,0.8134
2.0,cap,DoublyRobust-O-X,2,1.0,0.1986
2.0,cap,DoublyRobust-O-X,2.5,-1.0,0.0
2.0,cap,DoublyRobust-O-X,2.5,-0.6667,0.0
2.0,cap,DoublyRobust-O-X,2.5,-0.3333,0.4956
2.0,cap,DoublyRobust-O-X,2.5,0.0,0.8932
2.0,cap,DoublyRobust-O-X,2.5,0.3333,1.0
2.0,cap,DoublyRobust-O-X,2.5,0.6667,0.8978
2.0,cap,DoublyRobust-O-X,2.5,1.0,0.1559
2.0,cap,DoublyRobust-O-X,3,-1.0,0.0
2.0,cap,DoublyRobust-O-X,3,-0.6667,0.0
2.0,cap,DoublyRobust-O-X,3,-0.3333,0.4399
2.0,cap,DoublyRobust-O-X,3,0.0,0.8414
2.0,cap,DoublyRobust-O-X,3,0.3333,1.0
2.0,cap,DoublyRobust-O-X,3,0.6667,1.0
2.0,cap,DoublyRobust-O-X,3,1.0,0.1619
2.0,cap,DoublyRobust-O-X,4,-1.0,0.0
2.0,cap,DoublyRobust-O-X,4,-0.6667,0.0
2.0,cap,DoublyRobust-O-X,4,-0.3333,0.4046
2.0,cap,DoublyRobust-O-X,4,0.0,0.7631
2.0,cap,DoublyRobust-O-X,4,0.3333,1.0
2.0,cap,DoublyRobust-O-X,4,0.6667,1.0
2.0,cap,DoublyRobust-O-X,4,1.0,0.2842
2.0,cap,DoublyRobust-O-X,5,-1.0,0.0
2.0,cap,DoublyRobust-O-X,5,-0.6667,0.0
2.0,cap,DoublyRobust-O-X,5,-0.3333,0.3536
2.0,cap,DoublyRobust-O-X,5,0.0,0.7058
2.0,cap,DoublyRobust-O-X,5,0.3333,1.0
2.0,cap,DoublyRobust-O-X,5,0.6667,1.0
2.0,cap,DoublyRobust-O-X,5,1.0,0.3998
2.0,cap,DoublyRobust-O-X,6,-1.0,0.0
2.0,cap,DoublyRobust-O-X,6,-0.6667,0.0
2.0,cap,DoublyRobust-O-X,6,-0.3333,0.3552
2.0,cap,DoublyRobust-O-X,6,0.0,0.6667
2.0,cap,DoublyRobust-O-X,6,0.3333,1.0
2.0,cap,DoublyRobust-O-X,6,0.6667,1.0
2.0,cap,DoublyRobust-O-X,6,1.0,0.4402
2.0,cap,DoublyRobust-O-X,8,-1.0,0.0
2.0,cap,DoublyRobust-O-X,8,-0.6667,0.0
2.0,cap,DoublyRobust-O-X,8,-0.3333,0.3607
2.0,cap,DoublyRobust-O-X,8,0.0,0.6373
2.0,cap,DoublyRobust-O-X,8,0.3333,1.0
2.0,cap,DoublyRobust-O-X,8,0.6667,1.0
2.0,cap,DoublyRobust-O-X,8,1.0,0.4653
2.0,cap,Hajek-O-X,1,-1.0,0.0
2.0,cap,Hajek-O-X,1,-0.6667,0.0
2.0,cap,Hajek-O-X,1,-0.3333,0.6047
2.0,cap,Hajek-O-X,1,0.0,1.0
2.0,cap,Hajek-O-X,1,0.3333,1.0
2.0,cap,Hajek-O-X,1,0.6667,0.6128
2.0,cap,Hajek-O-X,1,1.0,0.2216
2.0,cap,Hajek-O-X,1.5,-1.0,0.0
2.0,cap,Hajek-O-X,1.5,-0.6667,0.0
2.0,cap,Hajek-O-X,1.5,-0.3333,0.4765
2.0,cap,Hajek-O-X,1.5,0.0,1.0
2.0,cap,Hajek-O-X,1.5,0.3333,1.0
2.0,cap,Hajek-O-X,1.5,0.6667,0.169
2.0,cap,Hajek-O-X,1.5,1.0,0.1391
2.0,cap,Hajek-O-X,2,-1.0,0.0
2.0,cap,Hajek-O-X,2,-0.6667,0.0
2.0,cap,Hajek-O-X,2,-0.3333,0.2407
2.0,cap,Hajek-O-X,2,0.0,0.5059
2.0,cap,Hajek-O-X,2,0.3333,0.2597
2.0,cap,Hajek-O-X,2,0.6667,0.0143
2.0,cap,Hajek-O-X,2,1.0,0.0131
2.0,cap,Hajek-O-X,2.5,-1.0,0.0
2.0,cap,Hajek-O-X,2.5,-0.6667,0.0
2.0,cap,Hajek-O-X,2.5,-0.3333,0.0
2.0,cap,Hajek-O-X,2.5,0.0,0.0
2.0,cap,Hajek-O-X,2.5,0.3333,0.0
2.0,cap,Hajek-O-X,2.5,0.6667,0.0
2.0,cap,Hajek-O-X,2.5,1.0,0.0
2.0,cap,Hajek-O-X,3,-1.0,0.0
2.0,cap,Hajek-O-X,3,-0.6667,0.0
2.0,cap,Hajek-O-X,3,-0.3333,0.0
2.0,cap,Hajek-O-X,3,0.0,0.0
2.0,cap,Hajek-O-X,3,0.3333,0.0
2.0,cap,Hajek-O-X,3,0.6667,0.0
2.0,cap,Hajek-O-X,3,1.0,0.0
2.0,cap,Hajek-O-X,4,-1.0,0.0
2.0,cap,Hajek-O-X,4,-0.6667,0.0
2.0,cap,Hajek-O-X,4,-0.3333,0.0
2.0,cap,Hajek-O-X,4,0.0,0.0
2.0,cap,Hajek-O-X,4,0.3333,0.0
2.0,cap,Hajek-O-X,4,0.6667,0.0
2.0,cap,Hajek-O-X,4,1.0,0.0
2.0,cap,Hajek-O-X,5,-1.0,0.0
2.0,cap,Hajek-O-X,5,-0.6667,0.0
2.0,cap,Hajek-O-X,5,-0.3333,0.0
2.0,cap,Hajek-O-X,5,0.0,0.0
2.0,cap,Hajek-O-X,5,0.3333,0.0
2.0,cap,Hajek-O-X,5,0.6667,0.0
2.0,cap,Hajek-O-X,5,1.0,0.0
2.0,cap,Hajek-O-X,6,-1.0,0.0
2.0,cap,Hajek-O-X,6,-0.6667,0.0
2.0,cap,Hajek-O-X,6,-0.3333,0.0
2.0,cap,Hajek-O-X,6,0.0,0.0
2.0,cap,Hajek-O-X,6,0.3333,0.0
2.0,cap,Hajek-O-X,6,0.6667,0.0
2.0,cap,Hajek-O-X,6,1.0,0.0
2.0,cap,Hajek-O-X,8,-1.0,0.0
2.0,cap,Hajek-O-X,8,-0.6667,0.0
2.0,cap,Hajek-O-X,8,-0.3333,0.0
2.0,cap,Hajek-O-X,8,0.0,0.0
2.0,cap,Hajek-O-X,8,0.3333,0.0
2.0,cap,Hajek-O-X,8,0.6667,0.0
2.0,cap,Hajek-O-X,8,1.0,0.0
2.0,cap,IPW-O-W,1,-1.0,0.0
2.0,cap,IPW-O-W,1,-0.6667,0.0
2.0,cap,IPW-O-W,1,-0.3333,0.6047
2.0,cap,IPW-O-W,1,0.0,1.0
2.0,cap,IPW-O-W,1,0.3333,1.0
2.0,cap,IPW-O-W,1,0.6667,0.6128
2.0,cap,IPW-O-W,1,1.0,0.2216
